frame,track_id,x1,y1,x2,y2,meas_x,meas_y,kf_x,kf_y,pose_score,used_pose
19,1,1115,170,1506,963,1369.740234375,373.8483581542969,1368.8929806828241,378.65623453079934,0.9998929500579834,1
20,1,1115,169,1506,964,1370.919921875,373.119140625,1367.581405571229,377.752314633835,0.9998973608016968,1
21,1,1114,175,1506,958,1369.4256591796875,372.78643798828125,1366.2535402196277,376.9241753558091,0.9998999685049057,1
22,1,1113,185,1508,958,1365.3900146484375,371.8933410644531,1364.5024098773256,376.0694931747107,0.9998997002840042,1
23,1,1112,186,1509,962,1362.617919921875,370.7012634277344,1362.5963573749887,375.14773235637955,0.99990014731884,1
24,1,1113,184,1509,964,1362.3798828125,369.49224853515625,1360.9392615663905,374.1686061320263,0.9998981803655624,1
25,1,1114,180,1508,965,1361.5325927734375,366.86297607421875,1359.4030883621422,372.9378404146548,0.99990014731884,1
26,1,1115,179,1508,966,1360.9588623046875,366.41424560546875,1358.0066999849598,371.79893539266766,0.9999036341905594,1
27,1,1118,178,1507,971,1359.0040283203125,364.11590576171875,1356.5428282996438,370.49016224953357,0.999902993440628,1
28,1,1121,181,1502,973,1357.05224609375,362.7381896972656,1355.0213508777558,369.15705953316353,0.9999087750911713,1
29,1,1122,179,1499,975,1351.6766357421875,361.0703430175781,1353.0181025789475,367.7672675498085,0.9999130517244339,1
30,1,1124,173,1501,983,1347.64599609375,357.8622741699219,1350.7638740411057,366.14079199823163,0.9999158084392548,1
31,1,1124,178,1499,992,1345.0076904296875,354.29888916015625,1348.45782426776,364.26774106660275,0.9999193549156189,1
32,1,1124,181,1497,996,1343.7872314453125,353.0343933105469,1346.2706761517134,362.44633712320007,0.9999192804098129,1
33,1,1125,177,1493,997,1343.217041015625,350.8015441894531,1344.260703030839,360.56213724333185,0.9999131113290787,1
34,1,1125,175,1493,998,1339.2227783203125,351.0791320800781,1342.0321611323714,358.89787076715334,0.9999143928289413,1
35,1,1124,180,1494,1004,1334.584716796875,346.76922607421875,1339.5427504746433,356.9396795966739,0.999909445643425,1
36,1,1123,188,1497,1012,1332.1380615234375,344.8666687011719,1337.0503181753022,354.9719638638405,0.9999081343412399,1
37,1,1121,193,1498,1019,1328.591064453125,342.05877685546875,1334.4441859595613,352.90479821171954,0.9999023228883743,1
38,1,1121,196,1497,1022,1327.883544921875,341.1504211425781,1332.0174656256306,350.9372032277706,0.9998979866504669,1
39,1,1119,201,1496,1039,1329.392822265625,337.5361633300781,1329.9647117665525,348.79812946789224,0.9999047815799713,1
40,1,1114,207,1500,1053,1320.640380859375,343.9528503417969,1327.2803455195901,347.45067262995144,0.9999073445796967,1
41,1,1109,219,1505,1063,1319.710205078125,347.9399719238281,1324.7495147895415,346.590113134042,0.999906063079834,1
42,1,1106,227,1512,1072,1319.8614501953125,355.3332824707031,1310.6593417336578,623.6399807598773,0.9999088048934937,1
43,1,1103,242,1518,1077,1319.4017333984375,364.5501403808594,1311.4593351586775,599.9455445409379,0.9999002069234848,1
44,1,1101,253,1515,1080,1321.677734375,369.7128601074219,1312.395131261147,578.4900651099491,0.9998985528945923,1
45,1,1094,258,1513,1076,1311.946044921875,391.374267578125,1312.4389112134716,560.4640714189836,0.9998654425144196,1
46,1,1085,271,1510,1080,1303.4586181640625,387.449951171875,1311.7755853942967,543.4382565457632,0.9998365342617035,1
47,1,1078,287,1514,1080,1291.368408203125,385.5744323730469,1310.1762880982415,527.4930346586533,0.9998379200696945,1
48,1,1068,293,1521,1080,1287.85498046875,397.68035888671875,1308.4070161056582,513.6503791106858,0.999766618013382,1
49,1,1052,287,1520,1080,1274.6441650390625,396.8597106933594,1305.7247801206177,500.7210570164921,0.9997586160898209,1
50,1,1045,284,1520,1080,1273.3416748046875,395.8952941894531,1303.1211934824369,488.6189553990407,0.9997541308403015,1
51,1,1033,256,1525,1080,1272.7215576171875,400.7783508300781,1300.641723197174,477.7180357137723,0.9996843338012695,1
52,1,1022,230,1533,1080,1264.9517822265625,418.92645263671875,1297.7473116964247,468.90443919874696,0.9996994435787201,1
53,1,1004,197,1549,1080,1256.4007568359375,417.3704528808594,1294.4146414625543,460.5786404552864,0.9997205883264542,1
54,1,987,176,1565,1080,1269.4425048828125,412.7486877441406,1292.22376574755,452.48378281459367,0.9997067302465439,1
55,1,962,93,1592,1080,1263.4202880859375,398.2554016113281,1289.7456133846456,443.90786167211576,0.999677300453186,1
56,1,951,66,1603,1080,1265.660400390625,376.98272705078125,1287.5743472523995,434.4180988735048,0.9995836913585663,1
57,1,932,29,1623,1080,1282.0296630859375,372.0526428222656,1286.650720976622,425.19664647521074,0.9996197670698166,1
58,1,904,10,1658,1080,1275.876708984375,352.72747802734375,1285.372766589171,415.2584930666036,0.9996349364519119,1
59,1,865,5,1703,1080,1287.7435302734375,308.5616760253906,1284.9569548043132,403.013224505923,0.9995407313108444,1
60,1,832,0,1751,1080,1270.698486328125,284.5104675292969,1283.4601055552428,389.93293195357654,0.9994714111089706,1
61,1,777,2,1813,1080,1291.119873046875,284.9305419921875,1283.3612304889082,377.64648118241405,0.9992578625679016,1
62,1,755,3,1837,1080,1293.1983642578125,286.5598449707031,1283.4053878844832,366.1775907404685,0.9992085546255112,1
63,1,726,9,1856,1080,1291.9739990234375,301.3077087402344,1283.3769493576626,356.2911915674002,0.9991344064474106,1
64,1,689,4,1885,1080,1262.9984130859375,340.7152404785156,1281.5726326952708,349.4022911967349,0.9991787821054459,1
65,1,660,9,1910,1080,1242.3287353515625,364.3645324707031,1278.6105972220028,344.3621718279918,0.9989830255508423,1
66,1,640,18,1918,1079,1195.028564453125,433.06781005859375,1272.967828665929,343.7546556769783,0.9990584701299667,1
67,1,601,91,1920,1072,1152.683349609375,482.0641784667969,1265.1037200469282,346.13909290999015,0.9991333037614822,1
68,1,596,118,1920,1065,1148.50146484375,484.6012878417969,1257.3837512489874,348.61830611232415,0.9992034733295441,1
69,1,594,189,1920,1005,1102.7181396484375,537.4940185546875,1247.3988193747357,354.09222893885965,0.9992540776729584,1
70,1,606,272,1849,951,1035.9632568359375,573.3603515625,1234.0868360747513,361.41311499159485,0.999316468834877,1
71,1,600,342,1737,897,953.373046875,604.8345336914062,1216.7485372756814,370.2258166531438,0.9993781000375748,1
72,1,596,393,1630,894,892.8712158203125,611.62744140625,1196.8443485198404,379.06967074142295,0.9994299560785294,1
73,1,590,422,1531,901,849.2538452148438,573.97607421875,1049.3902141363565,656.8636503075577,0.999472439289093,1
74,1,589,429,1497,904,857.925048828125,560.065673828125,1038.7099890043798,651.4868876235748,0.9995199143886566,1
75,1,595,415,1425,901,852.4739379882812,521.959228515625,1028.2025879268049,644.291019005303,0.9995632916688919,1
76,1,620,394,1356,880,857.5242309570312,485.3627014160156,1018.4193395570381,635.4537328143591,0.9996020197868347,1
77,1,651,368,1287,838,866.2406616210938,438.3844299316406,1009.5162495950826,624.5133827875999,0.9996209889650345,1
78,1,696,325,1240,791,872.7061157226562,404.9619140625,1001.330695275972,612.2871119555303,0.9996310025453568,1
79,1,742,283,1198,739,886.5437622070312,367.6956481933594,994.2080560419231,598.6416815793184,0.9995969533920288,1
80,1,755,268,1189,721,870.0347900390625,365.7720031738281,986.5403456273101,585.4596010627614,0.9995958656072617,1
81,1,783,254,1175,682,906.04296875,347.9045104980469,981.0208119488856,571.909116075353,0.9996219277381897,1
82,1,812,237,1167,636,932.454345703125,328.9730224609375,977.0630885633434,557.954920570863,0.9996328204870224,1
83,1,840,220,1159,589,956.0223999023438,302.805908203125,974.4512818219827,543.255860411103,0.9996457695960999,1
84,1,864,199,1154,542,976.7803955078125,284.8993225097656,972.9836010928555,528.2554760696037,0.999652549624443,1
85,1,885,187,1163,512,984.0428466796875,263.44207763671875,971.9460146456602,512.7940479571421,0.9996589720249176,1
86,1,890,184,1166,503,983.5672607421875,262.47393798828125,970.9429386427742,497.8886957173993,0.9996751695871353,1
87,1,903,186,1154,487,1003.60302734375,266.921875,970.9616838428766,483.7761456425726,0.9996265918016434,1
88,1,921,195,1148,476,1012.4989624023438,270.7584228515625,971.4245261156751,470.3927412524674,0.9996481835842133,1
89,1,943,211,1130,471,1020.658447265625,293.8321533203125,972.2772654981275,458.6204695456629,0.9996790736913681,1
90,1,958,231,1124,472,1033.059814453125,301.14306640625,973.7031005598648,447.64850477522157,0.9996155798435211,1
91,1,972,254,1120,483,1040.4334716796875,320.1627197265625,975.4427987049867,437.99127093206687,0.9996098279953003,1
92,1,975,261,1119,488,1030.106689453125,319.87677001953125,976.6612693521311,428.6982487892353,0.9995857179164886,1
93,1,983,278,1116,494,1039.418212890625,343.32867431640625,978.2853338615762,420.8497602490552,0.9995764493942261,1
94,1,988,303,1111,502,1044.61474609375,366.136474609375,980.1101572781644,414.3588069621698,0.9995422810316086,1
95,1,989,329,1104,519,1040.4757080078125,389.13800048828125,981.7027745140961,409.18097864314166,0.9993993788957596,1
96,1,990,359,1098,538,1035.338623046875,413.61785888671875,983.0268975784213,405.33240338563814,0.9992626011371613,1
97,1,989,389,1091,556,1032.039306640625,439.0447998046875,984.1752534331134,402.80502571401195,0.9992331117391586,1
98,1,988,398,1090,562,1029.25244140625,439.61114501953125,985.1772218710669,400.4382215031081,0.9991841316223145,1
99,1,988,431,1083,590,1024.908447265625,466.1798095703125,985.9689129504164,399.38130370463466,0.9991240501403809,1
100,1,986,460,1070,604,1024.262939453125,496.140869140625,986.7212849315525,399.7363664943795,0.9991797804832458,1
101,1,981,486,1065,624,1015.9907836914062,517.8007202148438,987.1004915961531,401.08779572162194,0.9991306066513062,1
102,1,976,511,1054,640,1009.6203002929688,543.1369018554688,987.2027401040972,403.56082760317065,0.9991422295570374,1
103,1,968,532,1045,658,1003.751708984375,563.9487915039062,987.0594114003171,406.91930657487546,0.9991414397954941,1
104,1,966,529,1043,654,1003.3526000976562,565.666259765625,986.915567085227,410.3060514635228,0.9991821199655533,1
105,1,961,551,1035,671,993.5801391601562,582.1904296875,986.367431856572,414.3573529868351,0.9991844296455383,1
106,1,953,570,1025,685,984.3193969726562,602.177978515625,985.4503481794843,419.19903432723993,0.9991825968027115,1
107,1,943,589,1015,697,973.9237670898438,617.5210571289062,984.1279535170571,424.60629725579463,0.9991914629936218,1
108,1,936,602,1004,707,962.4412231445312,636.9863891601562,982.3671657050677,430.73534211731203,0.9991827309131622,1
109,,1535,342,1555,378,1545.5687255859375,360.45489501953125,1545.5687255859375,360.45489501953125,0.0,0
110,2,1535,342,1556,379,1545.7098388671875,360.77423095703125,1545.5746743497525,360.4683569279567,0.0,0
111,2,1536,342,1557,380,1547.173583984375,361.3533020019531,1545.641929371655,360.5057706404134,0.0,0
112,2,1537,342,1558,380,1548.091552734375,361.6971435546875,1545.7457819628255,360.5565611041149,0.0,0
113,2,1537,342,1558,380,1547.781494140625,361.4139404296875,1545.8339273284582,360.59418070855656,0.0,0
114,2,1537,344,1559,383,1548.327880859375,364.0255126953125,1545.9424010947953,360.7392765687019,0.0,0
115,2,1536,347,1559,386,1548.1131591796875,366.5242614746094,1546.0390813111026,360.98401785939586,0.0,0
116,2,1536,348,1559,387,1547.771728515625,367.8529968261719,1546.1190665301501,361.27720783832063,0.0,0
117,2,1537,348,1560,387,1549.0118408203125,368.35205078125,1546.2478999357165,361.58328918457244,0.0,0
118,2,1537,353,1561,390,1549.67919921875,371.9996032714844,1546.40069402054,362.031032937364,0.0,0
119,2,1539,356,1562,392,1550.939208984375,374.42852783203125,1546.6010099040184,362.566591775926,0.0,0
120,2,1539,357,1562,394,1551.1123046875,376.4399108886719,1546.803170920827,363.17044739617506,0.0,0
121,2,1540,358,1564,396,1552.3922119140625,377.66259765625,1547.0521396451347,363.8085667597443,0.0,0
122,2,1540,359,1564,398,1552.325927734375,378.70184326171875,1547.2919809655914,364.4724906103957,0.0,0
123,2,1540,359,1565,399,1553.197998046875,379.6434631347656,1547.5609001650162,365.1574809265579,0.0,0
124,2,1541,360,1566,400,1553.926513671875,380.69989013671875,1547.852296167887,365.86751840967526,0.0,0
125,2,1541,361,1567,404,1554.4737548828125,382.6663818359375,1548.1582339572144,366.6385341162334,0.0,0
126,2,1541,362,1568,407,1555.061279296875,384.85028076171875,1548.4799132635235,367.4775930394668,0.0,0
127,2,1542,362,1569,410,1555.8623046875,386.12713623046875,1548.8254562020734,368.34641585982405,0.0,0
128,2,1542,363,1569,411,1555.7607421875,387.5459289550781,1549.1580342671982,369.24979897523997,0.0,0
129,2,1542,362,1570,411,1556.8416748046875,386.91656494140625,1549.5252169988435,370.1047926778707,0.0,0
130,2,1542,363,1571,416,1557.14306640625,390.3266906738281,1549.8949615331187,371.07375548447726,0.0,0
131,2,1542,366,1571,419,1557.326171875,392.85565185546875,1550.2624235511696,372.11862281823096,0.0,0
132,2,1542,369,1572,423,1557.2451171875,396.5166015625,1550.6170754703626,373.28244860452884,0.0,0
133,2,1541,371,1572,426,1557.02099609375,399.007080078125,1550.9534705789024,374.51566229463685,0.0,0
134,2,1541,373,1571,428,1556.7657470703125,400.94189453125,1551.2707427876164,375.7943369759737,0.0,0
135,2,1541,373,1571,429,1556.6259765625,401.80877685546875,1551.5738602865663,377.07482712052087,0.0,0
136,2,1540,374,1571,432,1556.236328125,403.49322509765625,1551.8532047693625,378.389208398749,0.0,0
137,2,1539,375,1571,436,1555.589111328125,406.0883483886719,1552.0990888463484,379.77245736044495,0.0,0
138,2,1538,377,1570,441,1554.571533203125,409.4945373535156,1552.2976051601167,381.25476983390104,0.0,0
139,2,1537,379,1571,445,1554.2740478515625,412.63677978515625,1552.478209653422,382.8231951257665,0.0,0
140,2,1537,382,1571,448,1554.24267578125,415.53338623046875,1552.651772692711,384.465798407525,0.0,0
141,2,1535,382,1570,449,1552.868896484375,416.02069091796875,1552.765566466103,386.0857045812486,0.0,0
142,2,1534,383,1569,450,1551.7855224609375,416.8082275390625,1552.8323321851474,387.6948855684546,0.0,0
143,2,1533,384,1568,451,1550.947265625,418.32989501953125,1552.8627466248158,389.3220999806185,0.0,0
144,2,1531,386,1568,454,1549.57666015625,420.4549865722656,1552.836710354304,390.9903188618349,0.0,0
145,2,1529,388,1567,458,1548.366943359375,423.3941650390625,1552.7617959658196,392.7302607177707,0.0,0
146,2,1528,391,1567,461,1547.857177734375,426.5806884765625,1552.6665606185977,394.5497181798198,0.0,0
147,2,1526,392,1565,466,1546.165283203125,429.4310302734375,1552.5051584347957,396.43342485170444,0.0,0
148,2,1523,392,1562,470,1543.0439453125,431.5552673339844,1552.2230733045237,398.3511634749947,0.0,0
149,2,1518,392,1560,473,1539.6513671875,432.66998291015625,1551.812346703186,400.262273858203,0.0,0
150,2,1516,393,1559,474,1537.62451171875,434.18310546875,1551.3292750460023,402.1820728501549,0.0,0
151,2,1513,392,1557,475,1535.56298828125,433.90045166015625,1550.7741895912052,404.0397322419787,0.0,0
152,2,1511,395,1556,479,1534.338623046875,437.4272155761719,1550.1815119487994,405.98507593967645,0.0,0
153,2,1510,392,1556,478,1533.4951171875,435.335205078125,1549.5671106307607,407.7963189043471,0.0,0
154,2,1507,390,1556,476,1532.126708984375,433.67742919921875,1548.9111441583702,409.49281983868525,0.0,0
155,2,1502,388,1554,477,1528.8447265625,433.15863037109375,1548.1399753153275,411.1210806543456,0.0,0
156,2,1499,386,1552,477,1526.0087890625,431.992431640625,1547.2736300986417,412.65692965400683,0.0,0
157,2,1494,386,1549,482,1522.01611328125,434.4483642578125,1546.2692034663148,414.24331535361966,0.0,0
158,2,1491,390,1548,488,1519.714111328125,439.5188903808594,1545.1957799271054,415.98092027138625,0.0,0
159,2,1487,385,1548,488,1518.250244140625,436.7563781738281,1544.0877928178415,417.56090250886797,0.0,0
160,2,1482,382,1548,490,1515.365478515625,436.44775390625,1542.8909056863663,419.081840446849,0.0,0
161,2,1476,380,1544,492,1510.5009765625,436.4249267578125,1541.5301310344532,420.55581682375464,0.0,0
162,2,1471,376,1543,496,1507.5902099609375,436.4869384765625,1540.0853296892353,421.98685492818964,0.0,0
163,2,1464,368,1543,495,1504.0771484375,432.10479736328125,1538.5351809719375,423.2024618420399,0.0,0
164,2,1459,372,1540,500,1499.69287109375,436.8392333984375,1536.8483458149014,424.5619298465608,0.0,0
165,2,1456,363,1542,497,1499.56787109375,430.2741394042969,1535.193967607698,425.6221375646933,0.0,0
166,2,1450,352,1542,491,1496.533447265625,422.320556640625,1533.4586232465385,426.3348971141464,0.0,0
167,2,1444,341,1547,490,1495.7808837890625,415.9376525878906,1531.733302570966,426.76831459030393,0.0,0
168,2,1438,328,1553,490,1496.130859375,409.57757568359375,1530.0612565020654,426.9289689364171,0.0,0
169,2,1429,312,1559,489,1494.416748046875,401.0413513183594,1528.3615851204343,426.7377991268761,0.0,0
170,2,1417,317,1552,499,1485.253173828125,408.2386474609375,1526.3453881864575,426.81450877922623,0.0,0
171,2,1407,297,1566,493,1500.5906982421875,388.2347717285156,1524.973056757905,426.0954696550778,0.9988519847393036,1
172,2,1395,277,1574,486,1483.208251953125,376.1338195800781,1522.9589809572535,424.90445105625656,0.9988777190446854,1
173,2,1379,261,1591,494,1488.33154296875,362.943603515625,1521.1921185728456,423.20907500416087,0.9989670813083649,1
174,2,1345,256,1598,517,1492.988037109375,360.233642578125,1519.6499466061491,421.4279322756004,0.9989506900310516,1
175,2,1300,238,1618,536,1496.0648193359375,337.281494140625,1518.2669976672785,418.77605782558766,0.9986971020698547,1
176,2,1279,235,1624,550,1498.03369140625,349.1041564941406,1516.9973840408813,416.6246692884136,0.9986695349216461,1
177,2,1269,228,1662,573,1501.113525390625,353.79345703125,1515.8823948747017,414.6874798906085,0.9987402111291885,1
178,2,1267,213,1715,606,1491.390380859375,409.8858337402344,1514.421169498815,414.96090485273555,0.0,0
179,2,1108,186,1776,699,1548.51513671875,283.011474609375,1515.2212476955806,410.2843031525367,0.9988094717264175,1
180,2,774,146,1840,844,1307.414306640625,495.6794738769531,1506.637161388046,413.9642936070482,0.0,0
181,2,636,117,1895,989,1265.685791015625,553.7257690429688,1496.6104027037672,419.82196738487556,0.0,0
182,2,566,103,1909,1048,1237.59619140625,576.3196411132812,1237.59619140625,576.3196411132812,0.0,0
183,2,211,74,1909,1071,1060.6109619140625,573.0919189453125,1230.7120443485944,576.1940932688125,0.0,0
184,2,279,41,1907,1080,1093.330078125,560.5767822265625,1225.2372372388666,575.5842482603782,0.0,0
185,2,162,14,1916,1080,1039.4454345703125,547.310791015625,1217.7778405864217,574.4705688181903,0.0,0
186,,0,164,689,1060,344.967529296875,612.414794921875,344.967529296875,612.414794921875,0.0,0
187,6,0,200,668,964,334.2154541015625,582.5567626953125,344.54932941101737,611.2534725313354,0.0,0
188,6,0,206,664,945,332.4449462890625,575.9822998046875,344.070564388684,609.859482487171,0.0,0
189,6,1,283,660,872,330.82275390625,577.9373168945312,343.53836182509946,608.5696264685777,0.0,0
190,6,157,350,699,811,428.37225341796875,580.6592407226562,346.81115706057824,607.4121818336461,0.0,0
191,6,359,377,782,770,570.9031982421875,574.2001953125,355.56316613902857,606.0279033250652,0.0,0
192,6,515,385,863,739,689.5090942382812,562.396240234375,689.5090942382812,562.396240234375,0.0,0
193,6,636,380,932,717,784.5671997070312,548.8967895507812,693.2062724101886,561.8711942727076,0.0,0
194,6,659,378,946,713,802.82861328125,545.6666259765625,697.5403837326144,561.2309276868939,0.0,0
195,6,721,370,992,705,856.98779296875,537.7677612304688,703.8936023126485,560.2963400882998,0.0,0
196,6,774,357,1038,697,906.4390869140625,527.6583251953125,712.0411698971478,558.9875285735758,0.0,0
197,6,819,348,1078,697,948.970947265625,522.889404296875,721.676039039559,557.5199717651315,0.0,0
198,6,858,324,1119,710,989.028564453125,517.286376953125,732.6695091326852,555.8648553476868,0.0,0
199,6,869,290,1153,733,974.3247680664062,421.7272644042969,742.8612800938264,550.5276941503049,0.9988558888435364,1
200,6,872,277,1163,741,983.9755859375,405.16790771484375,753.2105697837844,544.6546982903988,0.9989681839942932,1
201,6,891,238,1210,778,1029.3525390625,383.4866027832031,765.1002349452566,538.0592543752024,0.9990682154893875,1
202,6,927,186,1289,835,1101.5828857421875,377.708251953125,1108.199759605529,505.79008877163216,0.9988813549280167,1
203,6,969,115,1363,908,1171.045166015625,366.67681884765625,1110.6389472259075,500.2806499768638,0.9986497014760971,1
204,6,985,45,1421,1000,1197.031982421875,307.9355773925781,1114.0405838013141,492.5977736706176,0.9985939115285873,1
205,6,1001,41,1445,1064,1189.5635986328125,291.2812805175781,1117.083460367356,484.42352969136346,0.9986283481121063,1
206,6,1006,31,1461,1078,1190.138671875,305.6175842285156,1120.0862598685244,476.9758281324703,0.9987032562494278,1
207,6,991,56,1455,1074,1169.382080078125,319.10308837890625,1122.2190050719432,470.21012599659116,0.9988109022378922,1
208,6,934,63,1415,1048,1121.6737060546875,321.94219970703125,1122.4496386730775,463.7014464581029,0.9989027976989746,1
209,6,885,67,1393,1080,1073.5693359375,291.52490234375,1120.799772615544,456.15355915035605,0.9989895969629288,1
210,6,855,87,1379,1080,1057.7685546875,297.0247497558594,1118.5631121401111,448.9861803867856,0.9990814030170441,1
211,6,840,118,1360,1076,1073.0684814453125,305.3143615722656,1116.9616182821032,442.30278490349383,0.9991640746593475,1
212,6,828,124,1351,1046,1074.314208984375,310.5450134277344,1115.43701449997,435.9771267200033,0.9992450624704361,1
213,6,835,142,1389,1044,1099.9034423828125,323.7494201660156,1114.935225011816,430.31432439018556,0.999316617846489,1
214,6,846,159,1419,1011,1124.174560546875,330.3549499511719,1115.385317762109,425.04650063838994,0.9993820488452911,1
215,6,863,167,1460,966,1141.75390625,330.4285583496094,1116.5083761081235,419.91341028638044,0.999442845582962,1
216,6,878,170,1470,913,1157.2110595703125,324.07586669921875,1118.2083734598993,414.66390040930105,0.999494656920433,1
217,6,874,166,1476,864,1153.572998046875,314.0645751953125,1119.7308336859155,409.1593643978946,0.9995435029268265,1
218,6,872,165,1475,858,1155.2435302734375,313.8695983886719,1121.2851400874697,403.7880179502609,0.999586433172226,1
219,6,874,160,1477,815,1152.089599609375,301.85284423828125,1122.6825156940295,398.08891625635806,0.9996256679296494,1
220,6,878,163,1468,786,1156.201171875,300.8163146972656,1124.2081137051266,392.49696673376883,0.9996612370014191,1
221,6,886,184,1460,767,1168.323974609375,305.720458984375,1126.1704950823953,387.2425479116258,0.9996942728757858,1
222,6,887,198,1447,759,1167.2099609375,318.0358581542969,1128.0457245620078,382.60858276021355,0.9997240006923676,1
223,6,885,217,1431,758,1149.48046875,339.6188049316406,1129.1887246825252,378.94440827296205,0.9997504949569702,1
224,6,883,224,1424,758,1141.2119140625,337.7938232421875,1129.981358227545,375.3214522409274,0.9997742623090744,1
225,6,885,238,1405,747,1137.2047119140625,352.1467590332031,1130.5959881719077,372.3686308348334,0.9997954666614532,1
226,6,889,243,1390,736,1131.093017578125,360.80810546875,1130.9541375889912,369.8518783933056,0.999815508723259,1
227,6,893,256,1380,724,1124.62939453125,375.7135925292969,1131.047112263085,368.00566499690945,0.9998334497213364,1
228,6,892,249,1379,703,1120.12646484375,370.0014953613281,1130.956420875885,366.01505766850755,0.9998490363359451,1
229,6,895,246,1373,686,1117.751953125,364.8726501464844,1130.768575342452,363.9054863290649,0.9998628497123718,1
230,6,892,255,1367,690,1115.6749267578125,366.2880859375,1130.4972383604736,361.9337340697408,0.9998751282691956,1
231,6,998,215,1331,516,1167.29833984375,298.61212158203125,1132.2324446296,357.4103836740633,0.9998570680618286,1
232,6,1001,219,1306,479,1151.5101318359375,292.0380554199219,1133.3132634926585,352.76199369557395,0.9998577386140823,1
233,6,994,219,1294,465,1141.3092041015625,288.88787841796875,1133.9694128049932,348.1250823057566,0.9998423457145691,1
234,6,983,216,1287,460,1131.349365234375,285.76629638671875,1134.2184215271955,343.5014611228813,0.9998423159122467,1
235,6,971,215,1279,458,1123.3345947265625,285.158935546875,1134.14389340757,338.98953343503183,0.9998463839292526,1
236,6,947,216,1256,460,1120.86328125,285.1114501953125,1133.9678441972471,334.6097329901393,0.9998447597026825,1
237,6,951,215,1259,458,1117.256103515625,284.7420654296875,1133.6482891937012,330.3477419556678,0.9998478889465332,1
238,6,944,215,1257,456,1106.0732421875,286.7724609375,1132.893717924137,326.2952858867119,0.9998451322317123,1
239,6,967,216,1259,460,1103.389404296875,286.46307373046875,1132.0434754882965,322.3579256553274,0.9998341649770737,1
240,6,983,218,1251,455,1097.5916748046875,288.98004150390625,1130.9787986438612,318.64387177499975,0.9998219907283783,1
241,6,997,216,1255,456,1089.5430908203125,283.798828125,1129.616867182442,314.84992670372094,0.9998375624418259,1
242,6,981,220,1234,461,1090.25146484375,285.3892822265625,1128.304566120108,311.2414142239449,0.9998358190059662,1
243,6,970,216,1253,454,1084.8319091796875,284.20526123046875,1126.803268484824,307.70725538885415,0.9998490661382675,1
244,6,941,214,1260,451,1076.63818359375,284.829833984375,1125.009449083399,304.3166855721906,0.9998593330383301,1
245,6,928,216,1274,451,1087.514404296875,286.4728088378906,1123.6709749686738,301.1068071152343,0.9998675137758255,1
246,6,924,211,1273,445,1089.299072265625,279.8682861328125,1122.426078807837,297.75368007888585,0.9998772889375687,1
247,6,893,215,1250,448,1084.3851318359375,277.85211181640625,1121.0130259275884,294.43875732200195,0.999825730919838,1
248,6,882,217,1243,450,1086.29248046875,276.3564453125,1119.7008548574297,291.18178936259307,0.9998365640640259,1
249,6,876,215,1242,446,1081.45849609375,274.43511962890625,1118.2260381901417,287.96533038256683,0.9998416304588318,1
