frame,track_id,x1,y1,x2,y2,meas_x,meas_y,kf_x,kf_y,pose_score,used_pose
250,6,871,214,1242,439,1077.243408203125,272.26580810546875,1116.6163746274333,284.77916155393103,0.9998462945222855,1
251,6,867,214,1242,435,1073.3603515625,273.0653991699219,1114.8880096791,281.73830778595055,0.9998317509889603,1
252,6,865,215,1242,434,1068.152099609375,273.41180419921875,1112.9923818307186,278.82245767211754,0.9998352378606796,1
253,6,861,217,1239,436,1062.5452880859375,275.7848205566406,1110.9179500423543,276.10804776712905,0.9998408257961273,1
254,6,863,217,1242,437,1062.947509765625,275.56097412109375,1108.9025479677496,273.4902095845988,0.9998447746038437,1
255,6,858,220,1238,436,1055.73095703125,279.8047790527344,1106.6495650390473,271.1407095712397,0.999847486615181,1
256,6,854,224,1232,435,1050.38134765625,282.737060546875,1104.236992878143,269.003206415039,0.9998515248298645,1
257,6,852,228,1226,438,1048.8221435546875,286.492919921875,1101.8161224490366,267.10537657607983,0.9998599588871002,1
258,6,851,234,1219,438,1039.928466796875,291.4743347167969,1099.1028234898872,265.4898960967063,0.9998644143342972,1
259,6,852,241,1215,440,1033.212646484375,298.11737060546875,1096.1883667690538,264.21545892556105,0.999872699379921,1
260,6,855,241,1216,439,1031.212646484375,297.194091796875,1093.2609627744703,262.98077852457527,0.999878466129303,1
261,6,858,250,1211,443,1029.4189453125,304.23956298828125,1090.3298479639427,262.0943132666162,0.9998838156461716,1
262,6,857,257,1212,443,1025.53076171875,309.077880859375,1087.3146252805043,261.46283602650965,0.9998906552791595,1
263,6,858,263,1217,442,1026.34423828125,313.34637451171875,1084.4006536798875,261.05849513759773,0.9998890310525894,1
264,6,873,268,1217,441,1036.6673583984375,317.50506591796875,1081.9565193459289,260.8717901593245,0.9998909831047058,1
265,6,880,271,1225,441,1039.645263671875,321.8301086425781,1079.6882702077883,260.9040724670913,0.9998867213726044,1
266,6,880,271,1226,440,1039.614501953125,320.220947265625,1077.4761584272462,260.9194672560205,0.9998869299888611,1
267,6,897,273,1234,440,1050.0218505859375,323.4031982421875,1075.7254151749305,261.103624995066,0.9998822510242462,1
268,6,910,275,1245,440,1055.724609375,320.9712829589844,1074.2445975316928,261.2340701368122,0.9998839348554611,1
269,6,919,276,1252,436,1063.46484375,324.63787841796875,1073.1079397172034,261.5479667438843,0.9998715817928314,1
270,6,935,277,1256,432,1074.8526611328125,322.2787170410156,1072.4506779303056,261.80654615687087,0.9998629093170166,1
271,6,949,276,1265,430,1079.5694580078125,318.3763427734375,1072.0041522080946,261.94995982230114,0.9998442232608795,1
272,6,952,277,1265,429,1079.5491943359375,318.7395324707031,1071.580020786186,262.1453686047278,0.9998349994421005,1
273,6,958,275,1270,426,1080.593505859375,316.1099548339844,1071.2191030247766,262.27455529471524,0.9998219460248947,1
274,6,987,258,1296,404,1088.633544921875,307.1187438964844,1071.1919383458292,262.09070202439347,0.9997812211513519,1
275,6,994,253,1306,395,1088.36669921875,308.89453125,1071.1688892001819,262.01769247160206,0.9997657686471939,1
276,6,1022,254,1312,391,1094.6048583984375,312.06414794921875,1071.402446045824,262.1068175261795,0.9997305274009705,1
277,6,985,274,1288,411,1087.4876708984375,318.85723876953125,1071.3681620350708,262.4949844275612,0.999531626701355,1
278,6,971,281,1279,418,1083.40673828125,313.3177795410156,1071.1890072063395,262.69616192894773,0.9994233846664429,1
279,6,954,284,1281,420,1096.726806640625,314.8340759277344,1071.5439442508477,262.9874389151887,0.9994439780712128,1
280,6,971,286,1281,420,1109.54150390625,316.3534851074219,1072.4025540383684,263.36637781312265,0.9994555711746216,1
281,6,979,290,1286,422,1113.696044921875,320.321533203125,1073.41786890254,263.9256216890315,0.9994895905256271,1
282,6,997,297,1289,425,1116.063232421875,327.93878173828125,1074.5167460772304,264.8026213185481,0.9995057582855225,1
283,6,1022,308,1296,430,1127.2650146484375,339.5854797363281,1076.0402882704063,266.1468288699682,0.9995094239711761,1
284,6,1029,308,1297,428,1126.845458984375,340.0274658203125,1077.527757963111,267.5125269825343,0.9995069056749344,1
285,6,1067,300,1333,418,1200.798583984375,359.752685546875,1081.869706467069,269.6476442884974,0.0,0
286,6,1034,327,1323,443,1179.1593017578125,385.5972900390625,1085.2934463158126,272.77365982138457,0.0,0
287,6,1043,343,1328,455,1185.7200927734375,399.85723876953125,1088.9114017864795,276.4193009883576,0.0,0
288,6,1063,354,1338,465,1200.962158203125,410.01458740234375,1093.0556994963188,280.41309279455766,0.0,0
289,6,1100,350,1365,456,1233.3072509765625,403.4678039550781,1098.379157061468,284.09702550500765,0.0,0
290,6,1099,362,1355,466,1227.5853271484375,414.734130859375,1103.3772397819396,288.1675893679748,0.0,0
291,6,1111,373,1362,474,1187.877685546875,399.7763671875,1106.7334534810914,291.59607598914675,0.9991074502468109,1
292,6,1106,382,1373,482,1199.512939453125,404.795166015625,1110.473932833963,295.16968756295637,0.9983314275741577,1
293,6,1107,388,1385,486,1208.1409912109375,410.0587158203125,1114.4729458302024,298.89340943705633,0.9963380247354507,1
294,6,1111,395,1396,494,1232.44482421875,417.73663330078125,1119.333258288947,302.8564295661813,0.9964573383331299,1
295,,1155,399,1407,494,1246.050048828125,422.3656005859375,1124.6205617490846,306.9338096411643,0.9967305511236191,1
296,6,1160,389,1420,484,1235.06689453125,417.8392028808594,1129.3690288045052,310.765702921152,0.9953787177801132,1
297,,1142,407,1416,505,1229.956298828125,434.02294921875,1133.815726201963,315.16012128053273,0.9928780347108841,1
298,,1137,414,1422,512,1237.79736328125,438.5108642578125,1138.4683925271577,319.6497196053226,0.9929545074701309,1
299,,1141,419,1430,516,1248.3072509765625,443.8836669921875,1143.4252029008358,324.26518917149315,0.9933422356843948,1
300,10,1144,421,1437,516,1254.4013671875,446.2081298828125,1148.5069939867053,328.8837474376756,0.9939222931861877,1
301,10,1149,422,1443,515,1266.1201171875,447.2671203613281,1153.9282902265252,333.4543253153671,0.9943279772996902,1
302,10,1149,423,1444,515,1263.3289794921875,446.92742919921875,1159.1168198344785,337.92172374473455,0.9919138997793198,1
303,10,1158,421,1446,514,1267.1917724609375,442.6481628417969,1164.3340889526726,342.1331395373508,0.9903968125581741,1
304,10,1154,417,1447,512,1258.56494140625,437.89385986328125,1169.0925296027965,346.0735204189898,0.9912186712026596,1
305,10,1154,413,1442,510,1252.73876953125,432.91064453125,1173.5085129033732,349.7378075160451,0.9919315129518509,1
306,10,1150,407,1418,506,1252.68212890625,426.67474365234375,1177.8116923343277,353.08138605504746,0.9922207593917847,1
307,10,1142,402,1414,504,1244.4793701171875,419.17498779296875,1181.6864973571874,356.06022329070566,0.9928728491067886,1
308,10,1142,403,1413,504,1244.7781982421875,421.1515808105469,1185.4706869521872,359.0487204649749,0.9934666156768799,1
309,10,1133,392,1407,495,1246.44140625,410.90399169921875,1189.2181248829877,361.570633813214,0.9939113855361938,1
310,10,1122,382,1403,487,1229.7183837890625,402.53997802734375,1192.2140597532932,363.70746678485034,0.994382232427597,1
311,10,1111,373,1398,483,1219.213134765625,394.5678405761719,1194.7141627543829,365.4813280056003,0.9948686212301254,1
312,10,1102,364,1379,479,1212.1312255859375,386.83782958984375,1196.8607343889992,366.90822817176604,0.9953427910804749,1
313,10,1096,358,1387,480,1196.8359375,381.24505615234375,1198.3411973710024,368.07766203730733,0.9955543130636215,1
314,10,1097,357,1391,482,1195.6920166015625,382.04638671875,1199.718505477673,369.24293163229845,0.9959038197994232,1
315,10,1095,354,1392,479,1192.5321044921875,379.83111572265625,1200.9163753801577,370.2866797481945,0.9962035417556763,1
316,10,1092,349,1394,479,1189.728515625,375.93365478515625,1201.9522727704787,371.1457416918614,0.9963665902614594,1
317,10,1095,345,1402,476,1190.680908203125,372.50994873046875,1202.97550964106,371.84204391646745,0.9965948611497879,1
318,10,1100,342,1406,475,1195.0882568359375,369.9462890625,1204.1207984371267,372.4121639400929,0.9967116564512253,1
319,10,1103,339,1409,478,1197.2490234375,366.2109375,1205.298596010006,372.8130549227732,0.9968900084495544,1
320,10,1102,339,1410,481,1192.9468994140625,365.7471923828125,1206.257219510228,373.1752571188516,0.9969625174999237,1
321,6,1105,341,1409,486,1196.75,369.9140625,1207.3161397835765,373.6796040826921,0.9962138831615448,1
322,,1114,351,1353,483,1203.2806396484375,385.3967590332031,1208.5795766285696,374.76317512589435,0.9953784495592117,1
323,,1117,362,1373,506,1204.7154541015625,396.9250793457031,1209.8455924910509,376.26086530973265,0.9950714558362961,1
324,,1122,376,1387,530,1211.896484375,411.423583984375,1211.337540193603,378.27974041526295,0.9952212572097778,1
325,,1126,392,1427,555,1213.9482421875,428.14007568359375,1212.8516750803713,380.8953578259215,0.9954129010438919,1
326,14,1127,392,1427,554,1221.7745361328125,429.01678466796875,1214.6119725396331,383.4797837518271,0.9957732558250427,1
327,,1146,401,1442,576,1243.9552001953125,442.3917236328125,1217.1714109979487,386.518650578826,0.9960921555757523,1
328,,1177,411,1454,583,1267.1805419921875,454.5693359375,1220.5546461328795,389.95572476287657,0.9962512254714966,1
329,,1193,430,1467,595,1279.255126953125,470.8271484375,1224.3115782520845,393.940836842964,0.9962919503450394,1
