frame,track_id,x1,y1,x2,y2,meas_x,meas_y,kf_x,kf_y,pose_score,used_pose,used_sam
0,1,752,134,1155,1080,951.0,471.0,951.0015840558424,471.0681243034759,0.0,0,1
1,1,750,134,1156,1079,952.0,469.0,951.7630028972341,469.45334176492975,0.0,0,1
2,1,750,133,1158,1079,952.0,467.0,952.0742311741637,467.3334060472314,0.0,0,1
3,1,750,130,1160,1079,951.0,465.0,951.4981901061994,465.21638412096945,0.0,0,1
4,1,751,128,1160,1079,951.0,463.0,951.2055690021323,463.14460300882183,0.0,0,1
5,1,751,128,1159,1080,951.0,463.0,951.0510489455498,462.13772427474476,0.0,0,1
6,1,752,125,1160,1079,951.0,461.0,950.965951790724,460.71170221078614,0.0,0,1
7,1,752,124,1162,1079,952.0,460.0,951.3431881695006,459.47931110973036,0.0,0,1
8,1,750,122,1162,1079,952.0,461.0,951.5998267114923,459.1452637772816,0.0,0,1
9,1,750,119,1162,1079,951.0,461.0,951.4107053865405,459.0124093586183,0.0,0,1
10,1,752,117,1162,1079,951.0,458.0,951.2697497813267,457.9635934742535,0.0,0,1
11,1,753,117,1161,1080,951.0,459.0,951.1637741578005,457.60599486509534,0.0,0,1
12,1,753,114,1160,1079,951.0,456.0,951.0844882367973,456.45168651360336,0.0,0,1
13,1,756,112,1159,1079,950.0,453.0,950.705295699125,454.6816950946841,0.0,0,1
14,1,757,112,1159,1079,949.0,451.0,950.0915432875803,452.74884942047413,0.0,0,1
15,1,755,111,1158,1079,947.0,450.0,948.9812144647038,451.0130488014527,0.0,0,1
16,1,752,110,1150,1079,946.0,433.0,947.793537210957,444.43529689082675,0.0,0,1
17,1,751,110,1147,1080,946.0,432.0,946.8745138495301,438.9464413404785,0.0,0,1
18,1,749,106,1146,1079,942.0,423.0,944.941853725126,431.95793085095846,0.0,0,1
19,1,747,101,1143,1080,941.0,422.0,943.1294413951309,426.3194292306642,0.0,0,1
20,1,746,97,1140,1079,938.0,433.0,940.82176314319,425.62790704749654,0.0,0,1
21,1,745,96,1135,1080,935.0,432.0,938.1330895034491,425.2702154771873,0.0,0,1
22,1,746,91,1137,1080,932.0,436.0,935.1643297512401,426.6667768279814,0.0,0,1
